A,B,C,D
a1125,b898,c1828,d841
a1881,b3698,c186,d1084
a4674,b1236,c513,d4357
a1156,b812,c4252,d3992
a756,b308,c833,d3649
a4138,b3027,c967,d195
a149,b2158,c3367,d44
a2812,b2001,c909,d2342
a158,b2243,c1090,d3841
a3473,b286,c3055,d885
a42,b3294,c4078,d3408
a1520,b311,c1733,d4225
a4529,b2355,c608,d3768
a1693,b679,c4492,d1105
a255,b2438,c3412,d2801
a4237,b1726,c4101,d2769
a4263,b323,c2594,d1780
a3208,b3754,c2813,d130
a3519,b1521,c1397,d1612
a1009,b2066,c737,d3393
a4841,b3692,c912,d4177
a4464,b1827,c175,d45
a1193,b885,c4649,d1342
a1744,b1447,c3621,d1480
a4010,b723,c481,d2385
a3867,b1766,c1230,d1088
a2488,b1362,c3494,d2770
a1774,b2198,c2502,d1403
a664,b3378,c3608,d429
a3670,b3578,c1088,d418
a1936,b356,c4045,d2899
a4614,b1657,c854,d2078
a2944,b345,c2667,d1330
a1643,b2599,c119,d3231
a4179,b656,c1428,d1956
a4290,b1841,c103,d115
a1467,b2859,c355,d1603
a4552,b1516,c127,d3729
a237,b561,c1495,d4309
a3984,b3617,c4273,d2495
a4290,b1516,c1383,d2955
a122,b1393,c2408,d2501
a2370,b3053,c3057,d3264
a3759,b1581,c2572,d1080
a2777,b1677,c4517,d3837
a1735,b2476,c2425,d1962
a4474,b2784,c921,d706
a4248,b342,c39,d1129
a2970,b1618,c733,d2422
a3362,b2512,c2090,d2010
a341,b1553,c4334,d524
a2307,b2014,c4299,d3553
a3610,b120,c174,d930
a4207,b3014,c1898,d4232
a160,b1408,c2981,d1935
a3045,b2988,c185,d4029
a1685,b1975,c1742,d1516
a1595,b2030,c363,d1028
a2967,b2081,c2644,d2325
a4175,b1522,c3553,d2710
a2450,b1769,c3275,d2
a105,b2387,c4584,d2393
a1226,b2555,c4469,d3438
a190,b3421,c1019,d958
a1830,b494,c284,d1004
a3102,b2822,c2949,d1922
a4422,b1583,c2395,d1100
a2384,b2861,c4099,d2701
a3267,b2877,c3862,d3231
a914,b344,c2950,d1358
a3465,b2343,c3521,d876
a1679,b2672,c3368,d2689
a4666,b1629,c4327,d3406
a1343,b128,c2998,d3541
a4884,b359,c2411,d3715
a3496,b2707,c2433,d1899
a1849,b2200,c3255,d1927
a1099,b1356,c2701,d4103
a339,b3446,c2786,d1780
a1079,b1370,c2669,d1457
a3683,b2889,c225,d2543
a3863,b1543,c3448,d1609
a1864,b1307,c2367,d3601
a3537,b646,c1601,d3345
a2440,b2551,c1349,d2167
a2267,b2790,c499,d1521
a655,b135,c3526,d1005
a1940,b3589,c1306,d2372
a219,b568,c4480,d2166
a2976,b2685,c4669,d1534
a3449,b2507,c2150,d3009
a3926,b1948,c2500,d622
a1385,b1789,c2804,d3293
a1093,b1659,c2487,d296
a388,b1710,c1057,d4276
a3474,b2421,c2923,d1646
a3440,b675,c1279,d2674
a623,b2470,c4304,d674
a1867,b3340,c1523,d1422
a326,b1780,c1539,d1936
a1992,b872,c4116,d1685
a3310,b392,c2797,d4405
a4883,b3089,c2212,d326
a3771,b1848,c978,d1304
a2784,b2854,c174,d114
a4026,b3356,c2997,d2307
a3440,b3772,c3246,d3074
a2096,b1302,c598,d1805
a2227,b1211,c2819,d1704
a4492,b2592,c2221,d4190
a461,b1281,c3669,d3478
a3785,b2442,c3634,d1664
a872,b3478,c938,d2706
a4028,b2751,c293,d902
a2426,b3666,c1226,d2155
a3822,b2338,c4645,d4282
a3846,b1518,c2127,d2476
a4336,b3205,c4456,d574
a2642,b1897,c147,d409
a4796,b2609,c3653,d2745
a4692,b2252,c1796,d3257
a4068,b841,c4448,d3486
a159,b1094,c59,d70
a1856,b637,c2106,d1715
a4448,b1523,c700,d1293
a1249,b3132,c534,d1418
a4353,b514,c1259,d2034
a3961,b1100,c3837,d3101
a1017,b3237,c4405,d2794
a2879,b2010,c4352,d3878
a3287,b478,c2268,d1994
a3522,b1536,c4297,d1816
a1167,b218,c128,d1369
a2874,b1677,c3721,d1418
a2982,b1098,c1253,d1462
a779,b3366,c4467,d989
a2793,b2744,c2226,d3482
a2762,b3443,c1912,d3942
a3429,b2772,c3330,d2670
a3497,b2787,c2139,d3858
a2870,b1657,c2239,d2645
a1522,b1335,c1503,d2184
a3415,b3699,c1477,d770
a2852,b1039,c356,d4320
a2798,b1963,c2330,d4196
a3916,b1585,c4252,d2298
a2664,b2594,c3330,d3029
a1797,b88,c1066,d1838
a2947,b2561,c2985,d971
a4346,b2296,c1519,d3573
a272,b2714,c4261,d2369
a2335,b2942,c413,d4071
a3118,b2317,c4646,d1483
a211,b406,c3954,d1711
a3043,b1212,c2791,d3335
a1,b3515,c1325,d3053
a3327,b341,c3423,d3114
a4617,b2461,c1458,d3287
a116,b3291,c1126,d2935
a2591,b2658,c1698,d2600
a3592,b3051,c3193,d2419
a1886,b1919,c2318,d1573
a2042,b830,c2796,d3434
a4405,b2141,c309,d2692
a373,b1274,c2617,d3908
a3490,b3774,c517,d2807
a1578,b219,c3334,d426
a4673,b273,c1883,d1467
a959,b150,c297,d4153
a1935,b2075,c4695,d1585
a1092,b2409,c2955,d261
a4375,b1309,c2545,d4290
a865,b1298,c3750,d3255
a1301,b3584,c2131,d1393
a3778,b1969,c2097,d2499
a2104,b2459,c3385,d3484
a474,b2678,c527,d2458
a2106,b36,c2062,d223
a3811,b354,c3991,d188
a213,b2744,c4705,d2660
a111,b2814,c2790,d71
a236,b3312,c4575,d1612
a1113,b995,c312,d141
a3899,b3752,c1010,d4162
a733,b52,c838,d3204
a3489,b3106,c4569,d944
a3984,b3521,c2325,d350
a2096,b3331,c687,d1065
a2210,b2284,c2700,d3024
a1699,b615,c3174,d2343
a2153,b567,c3384,d2420
a3510,b3641,c3390,d761
a330,b412,c3309,d179
a1451,b2067,c1761,d4296
a1909,b2718,c2913,d1763
a735,b3721,c2572,d1086
a3863,b2794,c315,d4323
a3674,b3083,c4399,d2087
a1377,b429,c3505,d4108
a2057,b716,c343,d2596
a3977,b1111,c1272,d625
a4493,b1986,c659,d1711
a566,b3376,c3058,d3127
a727,b629,c3012,d1810
a3959,b1863,c4461,d4412
a2839,b383,c81,d4282
a3497,b780,c1525,d2655
a1014,b456,c67,d649
a1315,b52,c1408,d1169
a1911,b3492,c2208,d2471
a1884,b2601,c3188,d1627
a3533,b3037,c4483,d870
a4482,b1523,c2761,d1518
a2930,b1323,c3505,d3047
a3757,b3344,c206,d1700
a4805,b2395,c2502,d3552
a2477,b1211,c2024,d1445
a2729,b529,c3760,d2957
a4390,b2773,c3764,d2878
a3703,b1747,c708,d3486
a803,b963,c4685,d3479
a831,b3693,c2343,d2071
a2394,b2299,c1309,d2171
a681,b30,c4672,d151
a854,b1676,c4122,d3246
a4098,b1651,c2798,d3189
a1241,b603,c4362,d3414
a4683,b3188,c3884,d2688
a2086,b3139,c4634,d3015
a4320,b2120,c2446,d542
a3146,b3630,c4096,d4379
a3772,b1908,c863,d1388
a2366,b3686,c2242,d2721
a2903,b2042,c2417,d712
a1795,b1261,c1856,d83
a2720,b1948,c1023,d2655
a3019,b2109,c2704,d145
a282,b2660,c2900,d425
a4609,b902,c612,d3205
a4188,b2123,c2620,d2190
a1261,b1303,c4437,d4032
a2777,b1337,c2785,d3455
a3926,b3681,c475,d637
a4833,b3570,c1766,d2922
a4107,b1938,c2305,d2496
a4883,b1158,c3601,d2927
a3197,b798,c3932,d1915
a4347,b962,c336,d2392
a1636,b2193,c4351,d2143
a3628,b17,c4206,d2309
a3463,b3630,c449,d2734
a579,b700,c3612,d48
a1005,b436,c2661,d373
a1221,b672,c927,d1354
a568,b3311,c1236,d863
a1314,b721,c2133,d1895
a4257,b346,c1781,d4351
a1166,b397,c1822,d3242
a1790,b220,c2724,d1472
a2197,b1639,c1133,d574
a4310,b1590,c1117,d3457
a3462,b678,c3159,d2882
a3663,b3343,c1745,d3731
a1869,b1012,c2704,d2299
a2543,b536,c577,d1942
a1551,b1815,c2177,d2306
a1287,b633,c3228,d2392
a1814,b2161,c683,d45
a67,b2380,c1232,d2508
a3219,b99,c3850,d2984
a845,b1449,c265,d1688
a2498,b1262,c4000,d1106
a2995,b2017,c4318,d890
a30,b689,c957,d2644
a3047,b2790,c787,d3547
a1875,b322,c852,d2049
a1040,b2620,c874,d1299
a2968,b2715,c4564,d739
a632,b3110,c2045,d2718
a2995,b1458,c3560,d2454
a679,b3667,c3768,d3398
a4614,b1696,c3568,d1866
a3703,b421,c3072,d2308
a4019,b2644,c4027,d2176
a2385,b3220,c471,d518
a4667,b2093,c643,d1849
a4532,b3497,c2252,d1411
a38,b895,c1654,d3021
a3535,b2195,c2918,d1403
a2730,b503,c1343,d3179
a2448,b1617,c2739,d2443
a4122,b3665,c782,d960
a3705,b2012,c2088,d3477
a1239,b174,c1772,d1453
a1292,b1782,c600,d1921
a3308,b2134,c3086,d3244
a3994,b1991,c3449,d1211
a3852,b2622,c4181,d785
a3351,b2267,c2155,d2107
a2616,b3377,c790,d2396
a4652,b3204,c4382,d2355
a3318,b1750,c1777,d318
a3866,b2996,c615,d3496
a1582,b3578,c3137,d569
a3549,b1086,c3393,d4374
a3979,b3132,c3998,d222
a4036,b2694,c3778,d3615
a3091,b3640,c2424,d1948
a1504,b1496,c3306,d2172
a2105,b2941,c298,d261
a4308,b1349,c3038,d1512
a357,b3498,c3987,d2064
a4386,b2708,c1297,d4434
a461,b3052,c4519,d700
a4847,b1692,c3293,d1242
a2968,b1072,c185,d3386
a3335,b1580,c2206,d2719
a3887,b1758,c1465,d3084
a2452,b1406,c2687,d1437
a118,b2554,c3642,d3970
a1198,b1727,c676,d3543
a2363,b394,c3153,d830
a809,b3209,c2069,d3964
a570,b2813,c2479,d2419
a1229,b2594,c489,d2006
a4001,b2442,c1038,d1663
a3649,b2388,c3433,d1978
a1022,b2847,c3582,d4377
a3651,b2454,c4222,d3822
a3656,b1705,c4331,d285
a4594,b1092,c254,d151
a362,b3409,c639,d3143
a2377,b733,c861,d2622
a4393,b2394,c4452,d1313
a4882,b3142,c3454,d3007
a4328,b3176,c1880,d1181
a2862,b2195,c827,d604
a174,b1179,c4545,d362
a3916,b2596,c3239,d1741
a70,b1375,c3983,d1574
a1206,b2049,c1823,d2868
a647,b1989,c4144,d2678
a2983,b904,c920,d1101
a2005,b1211,c2337,d2656
a1928,b47,c2867,d4
a3722,b526,c3233,d2126
a4509,b122,c3164,d3044
a2142,b2307,c3946,d1387
a312,b3057,c3615,d54
a1609,b3284,c4657,d3097
a2889,b458,c3609,d1214
a1979,b554,c433,d3143
a3256,b1751,c2510,d2708
a4425,b631,c3168,d4282
a2399,b2563,c2168,d3109
a4891,b2039,c2329,d1652
a683,b664,c2641,d2223
a2430,b2833,c2139,d1800
a465,b2965,c2340,d3254
a186,b1187,c3627,d3690
a2263,b3022,c2064,d1747
a1127,b1475,c1280,d757
a3721,b1077,c1448,d988
a805,b3238,c2099,d300
a10,b1412,c1660,d276
a4518,b1731,c3286,d1286
a3287,b698,c4251,d4
a4831,b88,c593,d1105
a497,b153,c1918,d3250
a4026,b1963,c1977,d4254
a4147,b2850,c692,d988
a3098,b1945,c2704,d1807
a4351,b3447,c2444,d3116
a2935,b3084,c2021,d4363
a2721,b422,c1241,d1388
a3222,b2824,c3995,d2219
a77,b2106,c1060,d3646
a4528,b2500,c1871,d1864
a2250,b3728,c3587,d4411
a617,b2130,c1593,d2706
a3636,b597,c12,d4328
a3042,b3152,c1319,d2264
a2298,b819,c3576,d3149
a2242,b3000,c4424,d4324
a2976,b2374,c3406,d2909
a2863,b3225,c2223,d4256
a2881,b3017,c977,d3111
a4560,b115,c100,d3559
a124,b2091,c2454,d111
a3761,b2796,c2643,d2226
a3111,b2751,c1805,d315
a2054,b297,c3146,d2016
a3834,b2790,c3310,d4027
a2025,b3696,c3813,d1348
a4838,b3017,c4749,d1395
a628,b2642,c1690,d3080
a1116,b191,c3155,d3468
a3371,b193,c2302,d2888
a824,b1588,c3001,d2175
a3377,b1534,c1807,d1180
a1166,b1292,c2227,d1279
a2933,b1295,c3351,d3060
a3194,b986,c3008,d3118
a3131,b563,c2774,d690
a865,b3493,c217,d243
a3959,b1841,c2644,d4205
a1810,b2968,c1301,d3875
a2398,b2321,c2848,d2193
a823,b1705,c3421,d3306
a894,b3419,c2408,d1498
a3687,b3208,c2276,d419
a3627,b778,c34,d3903
a220,b1600,c2205,d2823
a1879,b128,c266,d231
a4757,b266,c3505,d701
a4343,b2161,c3591,d3412
a340,b2422,c4549,d2607
a1222,b677,c1638,d2307
a4160,b1334,c1145,d469
a3620,b3622,c607,d13
a3455,b516,c3408,d1088
a2569,b530,c2047,d208
a4598,b1409,c810,d3391
a3478,b1495,c1471,d2186
a3564,b351,c2479,d1606
a1794,b2164,c2617,d4057
a3878,b1501,c4535,d760
a1869,b3710,c2315,d3151
a638,b2536,c74,d4131
a767,b2224,c4729,d3817
a4693,b2961,c3571,d1120
a640,b510,c2619,d3429
a4639,b2991,c65,d2643
a2690,b1064,c344,d443
a3738,b1882,c3159,d3253
a1831,b561,c3099,d3292
a835,b1347,c3109,d1151
a3554,b1873,c3217,d3692
a1053,b3120,c1147,d713
a304,b3583,c1933,d909
a1914,b3649,c1128,d1003
a2956,b3116,c1796,d2066
a3141,b1816,c922,d2740
a4497,b2018,c2856,d1933
a1981,b290,c680,d4244
a3483,b2533,c2287,d3210
a3142,b2254,c1827,d3912
a3200,b803,c3422,d218
a2013,b895,c997,d1280
a995,b61,c355,d3383
a1426,b1473,c3747,d2148
a4165,b1445,c4728,d775
a3723,b339,c3447,d647
a1710,b3458,c1475,d1316
a2579,b1698,c4018,d686
a1435,b255,c650,d2882
a3193,b1970,c1419,d1267
a4015,b3155,c2918,d1676
a4873,b1850,c3767,d768
a9,b259,c2299,d1657
a3872,b486,c2591,d1907
a4846,b2670,c4289,d636
a647,b1989,c2873,d2440
a2724,b3561,c682,d3154
a4829,b3375,c3332,d3764
a3184,b2150,c1372,d2375
a2471,b2965,c1757,d2713
a1755,b3624,c4022,d2183
a2117,b1206,c2560,d2862
a4002,b2165,c2834,d1502
a4473,b2124,c1612,d2275
a3433,b3209,c3310,d3391
a1181,b967,c467,d917
a2789,b3105,c4292,d140
a1253,b56,c4371,d1442
a4363,b1661,c2280,d2998
a1306,b747,c4229,d132
a4354,b3692,c4585,d146
a4831,b1062,c2933,d2656
a1995,b3353,c3865,d1984
a3841,b2704,c4405,d475
a4050,b807,c181,d2338
a511,b3096,c1417,d577
a3868,b1508,c2837,d89
a3070,b2660,c428,d1342
a3201,b1854,c3159,d2039
a818,b2920,c2695,d2787
a193,b1813,c3279,d3660
a3288,b2859,c1634,d4409
a4893,b2438,c1766,d2932
a4483,b385,c3830,d677
a750,b2289,c4284,d4328
a3579,b3511,c4681,d2175
a1840,b1561,c181,d4117
a3017,b1519,c1911,d2339
a4460,b2243,c1993,d2394
a2602,b209,c1000,d4266
a4662,b3471,c1455,d2004
a934,b1840,c1087,d2378
a1743,b3567,c1075,d2875
a3784,b809,c1318,d2368
a3493,b2697,c327,d1130
a3338,b3048,c1625,d282
a2076,b2142,c3898,d861
a2990,b3212,c2200,d4344
a563,b3149,c991,d4190
a1327,b2444,c553,d563
a4617,b1694,c2750,d4356
a3612,b869,c734,d1585
a2949,b930,c1991,d901
a1496,b1967,c2971,d1978
a1222,b2288,c1660,d4422
a2934,b3252,c3743,d2950
a1419,b1934,c1144,d3055
a2548,b3119,c573,d3212
a3853,b2178,c4385,d460
a3954,b3715,c484,d469
a1890,b727,c4733,d578
a317,b303,c1696,d4142
a1626,b1083,c769,d1031
a3794,b334,c308,d3774
a3700,b2901,c4172,d1243
a1745,b928,c2082,d3340
a4829,b2700,c154,d3223
a4302,b167,c4461,d3148
a4230,b196,c519,d836
a3800,b811,c4083,d1456
a4102,b2095,c798,d206
a1128,b421,c1625,d3146
a3699,b3252,c2627,d325
a149,b3656,c4111,d4056
a132,b3463,c1883,d1655
a3490,b1938,c2664,d3842
a4235,b1081,c1672,d1746
a3947,b899,c2051,d1836
a4251,b2064,c683,d3065
a3175,b3407,c3163,d579
a2522,b394,c4225,d3650
a4649,b817,c2211,d3654
a1165,b213,c4455,d1722
a3698,b264,c2425,d53
a4033,b1947,c3904,d1844
a264,b3038,c3114,d857
a1647,b3656,c3502,d4125
a24,b1858,c569,d4419
a4695,b630,c428,d2117
a3039,b661,c3164,d2728
a1899,b3366,c1812,d2177
a1440,b1845,c754,d2347
a2507,b1941,c3315,d399
a3484,b2054,c1282,d1314
a1698,b2845,c2605,d3741
a185,b1161,c3347,d1689
a1188,b1973,c2642,d279
a139,b509,c245,d354
a2956,b2548,c1155,d1893
a2320,b1961,c1455,d4421
a4457,b3064,c3191,d4306
a3594,b546,c1687,d2442
a3315,b2584,c1492,d3343
a4715,b2879,c4460,d2219
a2543,b3756,c879,d1899
a940,b512,c2983,d2107
a568,b2802,c3128,d666
a1162,b1206,c83,d1651
a1748,b418,c2844,d1237
a2632,b441,c3269,d3406
a539,b927,c4011,d1686
a768,b1526,c1560,d2158
a4616,b1917,c4563,d1014
a4024,b2700,c1486,d50
a1604,b3108,c1124,d4052
a3949,b413,c3679,d3037
a485,b3322,c3170,d1444
a146,b2212,c786,d3456
a3597,b263,c2019,d1767
a4079,b524,c2295,d2415
a2624,b2222,c4435,d2005
a1838,b1284,c3115,d3011
a1518,b769,c1984,d4386
a1166,b1329,c4355,d1661
a3790,b3684,c1459,d1010
a4024,b3129,c1427,d2103
a3816,b1238,c3696,d1114
a1224,b3164,c725,d3897
a333,b1010,c421,d193
a1041,b623,c1165,d2453
a86,b2876,c1046,d4230
a2248,b3696,c2904,d1629
a2979,b2457,c2513,d999
a4375,b1291,c313,d306
a2958,b1714,c3204,d3091
a2092,b335,c3815,d3881
a3616,b1101,c2736,d3389
a4883,b617,c3834,d4309
a373,b2569,c2409,d3307
a4873,b3582,c4599,d587
a2278,b2300,c4628,d4239
a4318,b2391,c1627,d1712
a1931,b3761,c1381,d3862
a567,b3153,c2807,d2701
a4591,b2941,c2551,d968
a1981,b106,c2332,d3154
a2556,b171,c2176,d1260
a1123,b1218,c2222,d639
a3938,b2672,c1137,d1556
a3172,b2404,c865,d1374
a2477,b3576,c4635,d1665
a2297,b352,c4346,d1353
a2644,b3774,c2133,d1288
a3826,b1904,c2232,d1917
a970,b257,c702,d3633
a165,b559,c2089,d991
a1451,b1845,c1633,d3156
a1870,b2971,c1181,d3866
a764,b806,c1669,d2638
a3849,b1153,c1987,d3558
a4732,b2453,c3656,d495
a1160,b1219,c3811,d2268
a3469,b2823,c250,d3442
a4755,b273,c1088,d2802
a2434,b2762,c2339,d2241
a2298,b3642,c2322,d1800
a3585,b3373,c1200,d113
a4503,b3362,c4449,d1017
a317,b1666,c2586,d2449
a224,b3022,c1341,d3019
a3264,b2396,c4004,d273
a4515,b1752,c2333,d3154
a2558,b1177,c4587,d4278
a1725,b3741,c3791,d1752
a4087,b3479,c2887,d2236
a1904,b823,c3874,d98
a3874,b3495,c2198,d2135
a44,b1363,c167,d2380
a2948,b2887,c2638,d2066
a3573,b2501,c1457,d482
a3143,b2499,c1240,d2319
a4348,b1280,c2397,d3130
a593,b3459,c3292,d3880
a1343,b1062,c4536,d3746
a1744,b1977,c591,d143
a1534,b2647,c2332,d186
a4713,b1822,c3763,d4273
a2389,b440,c554,d3775
a1857,b811,c4750,d1539
a102,b3306,c292,d4109
a2382,b2798,c2720,d1526
a3216,b861,c245,d383
a2788,b2298,c583,d1249
a1633,b2048,c3705,d634
a2277,b3558,c4081,d700
a2686,b148,c4134,d3416
a3740,b470,c3416,d2596
a2111,b1597,c641,d2001
a154,b3524,c3977,d4302
a4704,b1337,c3775,d4074
a3511,b1773,c1514,d1943
a3973,b3593,c4462,d1905
a3284,b106,c4180,d2806
a1156,b2852,c738,d3318
a4753,b817,c1457,d1344
a423,b394,c4625,d4025
a2613,b2496,c103,d1145
a3088,b2385,c157,d839
a3837,b3664,c692,d2892
a1189,b1436,c3213,d698
a1677,b289,c4031,d2822
a3673,b2756,c4712,d2071
a2124,b656,c3495,d2884
a1956,b1072,c1321,d1159
a522,b3522,c1453,d854
a1139,b484,c487,d117
a3690,b1580,c2324,d1075
a1242,b2119,c3078,d2245
a1755,b1019,c637,d3525
a4186,b1309,c1428,d3241
a4085,b531,c276,d759
a2068,b2321,c2864,d2222
a4544,b2701,c2859,d10
a1117,b1951,c4387,d1538
a2423,b3446,c2829,d4106
a4446,b3383,c1906,d1312
a4667,b3027,c2676,d778
a4796,b2029,c3133,d1792
a995,b3036,c4064,d3800
a3674,b1569,c1718,d3544
a454,b2984,c3588,d979
a203,b1042,c4544,d2385
a1103,b2308,c3345,d3891
a2126,b1843,c727,d3737
a2342,b280,c625,d479
a3590,b2000,c3275,d3170
a1126,b2387,c928,d2209
a4277,b181,c4282,d3778
a411,b1197,c4764,d128
a22,b1061,c1688,d662
a1140,b316,c2743,d1576
a3424,b1795,c3632,d2993
a1861,b2124,c3474,d2995
a3457,b3587,c2428,d1921
a1893,b3579,c3797,d282
a3006,b1513,c2101,d319
a3300,b908,c1906,d1118
a1865,b3121,c2936,d4182
a3067,b1121,c1499,d483
a1213,b41,c754,d415
a2887,b637,c3830,d3831
a2737,b3455,c115,d1079
a2138,b2633,c48,d1270
a3305,b397,c1154,d986
a3371,b714,c251,d3251
a2673,b1949,c18,d1168
a3841,b1347,c3082,d2788
a237,b1446,c2646,d2391
a4504,b518,c2237,d2431
a4581,b632,c233,d1560
a2702,b2922,c2149,d2222
a930,b2093,c2720,d55
a54,b352,c1686,d3792
a964,b1632,c2912,d1411
a4071,b270,c1562,d1887
a854,b12,c193,d2136
a1080,b3419,c1291,d771
a2857,b3772,c4477,d319
a4043,b2125,c554,d1704
a338,b2866,c1631,d3170
a89,b606,c641,d3513
a1199,b2653,c1387,d3975
a2081,b1050,c4315,d2370
a4354,b1348,c4513,d3639
a626,b2211,c344,d436
a4906,b527,c1430,d4362
a3397,b2362,c4148,d1585
a702,b2291,c371,d723
a685,b1603,c4315,d3329
a3213,b170,c130,d1601
a637,b1274,c1757,d1629
a3855,b2136,c473,d233
a625,b3293,c3442,d174
a4399,b3122,c604,d2236
a3565,b2751,c2350,d4292
a1919,b996,c1416,d1361
a688,b2623,c1486,d1212
a2914,b62,c3689,d2637
a822,b3339,c2796,d586
a2528,b3131,c598,d1741
a4022,b3129,c2225,d1656
a1147,b2739,c3837,d1676
a2888,b117,c2216,d963
a4255,b3593,c3625,d157
a1733,b1982,c1040,d3499
a1779,b2533,c4464,d4294
a144,b2198,c3983,d3865
a2201,b1854,c2838,d3923
a1279,b3502,c459,d5
a301,b1042,c2258,d1883
a625,b549,c3419,d4
a1707,b2904,c3149,d4383
a1890,b2926,c2104,d3639
a2949,b2223,c3957,d4135
a2799,b815,c1461,d1689
a1345,b309,c207,d2747
a797,b2931,c165,d3069
a3170,b3055,c3664,d2538
a3510,b3307,c2996,d3755
a4792,b1879,c2095,d2346
a3346,b2310,c3282,d2426
a1395,b3140,c2990,d2729
a3670,b3487,c1154,d3695
a3812,b1465,c3489,d1985
a873,b1541,c1232,d2052
a4868,b868,c61,d558
a1773,b2528,c1200,d1784
a3750,b804,c2151,d2113
a4528,b1272,c2204,d3704
a945,b1723,c665,d327
a1504,b2606,c775,d4102
a4286,b3298,c2352,d31
a905,b155,c3862,d927
a2244,b1497,c3559,d4427
a1798,b3326,c2396,d3256
a2789,b408,c4321,d113
a3839,b1468,c696,d2962
a1727,b1719,c3009,d1596
a3142,b116,c2420,d1249
a4114,b2051,c138,d2438
a604,b3257,c3155,d937
a4560,b34,c3102,d2305
a3959,b1864,c1209,d4373
a2096,b1435,c2118,d1689
a4670,b1912,c168,d3248
a1530,b1535,c2937,d749
a2841,b834,c4385,d781
a2376,b2041,c4128,d459
a431,b1,c1390,d2609
a1094,b865,c4745,d3095
a3573,b766,c4373,d3870
a3571,b132,c1456,d662
a3452,b1885,c3904,d1166
a1448,b136,c3194,d3071
a16,b1101,c4356,d496
a519,b2014,c1668,d3739
a4528,b2649,c3821,d4258
a4484,b3236,c3060,d453
a1126,b2845,c1922,d2109
a3943,b1880,c1284,d542
a3919,b2006,c3551,d280
a2831,b1052,c1085,d4020
a1018,b3745,c1241,d385
a660,b3140,c671,d3911
a2827,b2560,c3217,d3387
a868,b2251,c4559,d4397
a1917,b2025,c2679,d1214
a2843,b1693,c1368,d59
a3678,b2071,c1665,d2266
a483,b1347,c2585,d4156
a4607,b3631,c1956,d114
a1699,b2000,c3867,d1905
a1922,b3104,c2626,d3636
a1873,b2236,c2743,d3144
a341,b3747,c829,d4330
a670,b396,c2371,d3644
a486,b3416,c2634,d831
a4095,b3193,c3871,d486
a301,b2630,c3419,d1563
a2577,b3685,c1118,d3795
a834,b3082,c2139,d2120
a837,b483,c103,d2127
a3439,b1823,c2283,d195
a2475,b3115,c3083,d3548
a4751,b325,c2228,d1925
a186,b1115,c1213,d760
a4816,b1139,c3430,d1227
a4871,b3448,c1479,d221
a2694,b1890,c4409,d3013
a2284,b280,c3072,d1904
a3843,b3047,c1010,d2624
a3182,b2576,c2917,d3397
a1412,b3492,c2289,d167
a568,b3770,c3567,d3289
a2232,b3117,c756,d1630
a1453,b2689,c1303,d2842
a4480,b2896,c2778,d3026
a4528,b1876,c4195,d3371
a3100,b480,c4014,d717
a3898,b1278,c1742,d2809
a371,b193,c4601,d2211
a470,b209,c3206,d1982
a1152,b2371,c903,d295
a2623,b624,c3642,d4430
a2569,b2560,c2598,d592
a3737,b3559,c2634,d4257
a1168,b2014,c1775,d2705
a2309,b2636,c3978,d3103
a3890,b2474,c3550,d556
a299,b874,c3172,d675
a4313,b539,c3684,d2562
a1219,b1329,c2150,d2911
a992,b2013,c4176,d2923
a4585,b1638,c3674,d3514
a3470,b1665,c3807,d1514
a4765,b2707,c3466,d199
a1984,b2566,c4133,d4051
a3508,b1726,c1547,d3946
a3579,b1449,c2751,d1690
a825,b3296,c1772,d2015
a3281,b1868,c3624,d919
a2940,b1239,c3212,d2435
a175,b1595,c4147,d1576
a4132,b2886,c1642,d731
a1576,b2747,c1074,d1097
a2231,b3541,c4236,d3459
a3879,b2432,c572,d393
a2464,b1042,c1213,d3015
a4633,b3482,c2678,d4193
a343,b303,c511,d33
a2068,b1367,c1383,d3888
a16,b1392,c439,d4139
a3342,b1661,c1302,d1086
a418,b1701,c2168,d1901
a2278,b558,c288,d2916
a2048,b3156,c620,d3240
a1520,b1052,c2234,d1721
a4084,b3676,c2348,d2649
a4175,b1513,c2183,d3373
a2436,b3231,c1624,d2844
a1186,b2683,c1454,d247
a177,b1485,c2585,d2471
a1724,b2951,c4653,d2967
a3683,b2841,c666,d3271
a3871,b531,c4642,d2509
a2927,b2266,c2268,d416
a2053,b1238,c3660,d3244
a4540,b780,c1312,d1444
a233,b607,c1972,d47
a4001,b3769,c4426,d1426
a210,b3189,c2867,d3346
a573,b88,c3271,d1044
a2646,b2454,c4730,d1364
a3750,b3269,c4531,d343
a1332,b1889,c675,d739
a4807,b598,c840,d900
a3504,b124,c854,d2817
a4645,b3468,c4081,d2418
a2098,b3125,c2392,d846
a454,b1209,c342,d1668
a1005,b3239,c3032,d571
a988,b49,c446,d2861
a2104,b390,c3152,d3510
a1147,b1870,c3098,d2694
a1889,b2702,c2617,d207
a1877,b2819,c4475,d893
a1312,b3527,c554,d1984
a3624,b3024,c3954,d1589
a4149,b2698,c2164,d1835
a634,b778,c94,d4348
a2113,b1041,c2785,d2438
a3554,b2177,c3678,d226
a1464,b2072,c2032,d4435
a3247,b475,c4519,d2713
a4292,b896,c2582,d2261
a3301,b3054,c2582,d57
a3918,b3300,c1971,d1478
